Data Science Meetup,"Первый в этом году Data Science Meetup.Расскажем про нейроинтерфейсы, детектирование эмоций из видео и распознавание дорожных столкновений.Cпикеры:— Михаил Бортников, Data Scientist в компании СКБ Контур— Алиса Газизуллина, студентка бакалавриата Университет Иннополис (4 курс, Data Science)— Булат Максудов, Университет Иннополис (brain-computer interface lab)Вход свободный по предварительной регистрации.Ссылка на регистрацию:https://provectus.com/events/kazan-data-science-meetup-2/Остались вопросы? Напиши мне!Надежда Князеваtelegram [masked]",10.02.2019,10:30 - 12:30 GMT+3,"Коворкинг ""Grow UP""ул. Айвазовского 3а · Казань",https://www.meetup.com/ru-RU/TechBar-Data-Science-Meetups/events/258466833/
Community Speedrun Challenge #1: BigQuery Basics for Data Analysts,"👋 Всем привет!⚡️В феврале проходит Community Speedrun Challenge.У вас есть возможность присоединиться к конкурсу, который проходит в сотрудничестве с Google Developers Group, Developer Student Clubs и другими техническими сообществами в Европе. Вы можете получить знания и практический опыт работы в различных темах, набирая очки и выигрывая призы. Всего будет четыре Speedrun`a.⚡️Speedrun - это игра, основанная на Qwiklabs, которая включает в себя различные лаборатораторные, которые нужно пройти как можно быстрее, чтобы набрать очки и попасть в таблицу лидеров.⚡️Если ты никогда не использовал платформу Qwiklabs и не был на наших Study Jam, то ничего страшного. Для тебя есть хорошие новости: каждый Speedrun начинается с вебинара, проводимого тренером Googler, чтобы вы могли ознакомиться с платформой. После вебинара у вас есть одна неделя, чтобы как можно быстрее выполнить все лабораторные работы в SpeedRun (вы можете попробовать каждую лабораторную работу пять раз).⚡️Для кого это онлайн обучение?Как вебинары, так и лабораторные занятия в Speedrun спроектированы так, чтобы как новички, так и более продвинутые пользователи могли получать удовольствие от обучения. Они включают в себя все необходимые объяснения, чтобы каждый мог сделать это в своем темпе.⚡️Как это работает?Каждый Speedrun начинается в понедельник и начинается с вебинара тренера Google [masked] (МСК)). Speedrun открыт до воскресенья той же недели, чтобы дать вам возможность закончить все лаборатории в лучшее время.⚡️Кроме того.Все участники получат месячную бесплатную подписку на Qwiklabs и получат значок за каждый выполненный ими Speedrun.Топ 5 каждого Speedrun получат ваучер на $ 25 для магазина товаров GoogleЛучший победитель каждого Speedrun получает дополнительный ваучер на $ 50 для магазина товаров Google.⚡️Первый Speedrun уже сегодня.Speedrun #1: BigQuery Basics for Data AnalystsLabs: Introduction to SQL for BigQuery and Cloud SQL, BigQuery: Qwik Start - Console, Predict Visitor Purchases with a Classification Model in BQML, Working with JSON, Arrays, and Structs in BigQuery.Вебинар проведёт Michael Abel (Google)Тема Introduction to SQL for BigQuery and Cloud SQLВремя 3 февраля,[masked]Сроки: 3 — 9 ФевраляПодробности и регистрация по ссылкеhttps://events.withgoogle.com/communityspeedrunchallenge/",3.02.2020,21:00 - 23:00 GMT+3,,https://www.meetup.com/ru-RU/GDG-Cloud-Innopolis/events/268420218/
Data Science Meetup,"Folks, we again organize the Data Science Meetup. It’s time dive into the Big Data!Join us!▶ Speech #1Stepan Pushkarev & Iskandar Sitdikov: Generative Adversarial Networks▶ Speech #2Rinat Gareev: Scammer Detection on Crowdsourcing PlatformsMicrotask crowdsourcing is a trade-off between budget, speed of getting results and their quality. It is a popular approach to quickly build a training dataset for machine learning. There are standard quality assurance mechanics on crowdsourcing platforms but they still might leave an opportunity for scamming. In this presentation I will talk about our experience in improving scammer detection, how to estimate fairness and proficiency of contributors using unsupervised machine learning models▶ Speech #3Pavel Borobov: Blend them all✔Language: RussianWhen?June, 17, 10:30 amFree admission, registration is required!Waiting for you in coworking GrowUp, Aivazovsky Str. 3aStill have questions? Write me!Tatyana KovalevaE-mail: [masked]Telegram: +7 (927)[masked]",17.06.2018,10:30 - 12:30 GMT+3,"Коворкинг ""Grow UP""ул. Айвазовского 3а · Казань",https://www.meetup.com/ru-RU/TechBar-Data-Science-Meetups/events/251303236/
KUBERNETES MEETUP,"Обсудим последние новости о развитии Kubernetes, обменяемся практическим опытом и пообщаемся в неформальной обстановке.Пиво и пиццу гарантируем!)Регистрация по ссылке: http://expertfridays.com",19.04.2019,19:00 - 21:00 GMT+3,"ШТАБ: Резиденция креативных индустрийул. Татарстан, 20 · Казань",https://www.meetup.com/ru-RU/Kazan-Expert-Fridays-Meetups/events/260244474/
Frontend Meetup,"Очередные посиделки Expert Fridays! На этот раз собираем Frontend.Спикеры:1. Павел Макаричев (Provectus)Microdata and AMP pages Semantic WEB2. Александр Чичигин (Positive Technologies)Fear and Loathing all the way down: Hybrid Mobile Development3. Кабиров Ильяс (iSpring, Йошкар-Ола)Использование Google Closure Compiler в современном фронтендеВкусная пицца и пиво традиционно))",15.03.2019,19:00 - 21:00 GMT+3,"ШТАБ: Резиденция креативных индустрийул. Татарстан, 20 · Казань",https://www.meetup.com/ru-RU/Kazan-Expert-Fridays-Meetups/events/259498026/
Machine Learning & Spark,"По вашим просьбам мы решили продолжить тему нашей прошлой встречи и решили немного углубиться в мир машинного обучения. Мы подготовили несколько докладов про сервинг/скоринг/инференсинг Spark, Scikit Learn, TF и других моделей. Расскажем как их деплоить в реальные приложения, масштабировать, стримить, мониторить и так далее.Организатор: ProvectusСпикеры:Eduard Dautov: ""ML Serving as a service""Bulat Lutfullin: ""Spark ML and TensorFlow Serving in production""За дополнительной информацией обращайся:Татьяна КовалеваE-mail: [masked]Skype: tkovaleva.1Тел: +7 (927)[masked]",3.12.2017,10:30 - 13:30 GMT+3,"Коворкинг ""Grow UP""ул. Айвазовского 3а · Казань",https://www.meetup.com/ru-RU/TechBar-Data-Science-Meetups/events/245181915/
Scala Meetup,"Первый митап Expert Fridays в 2019 году, посвященный Scala.Спикеры:1. VADIM CHELYSHOV, Typed-SQ2. OLEG DEGTEV, REST in peace? Попрактикуемся с graphQL3. ALBERT BIKEEV, Scala for complex event processingБудет интересно!",1.02.2019,19:00 - 21:00 GMT+3,"ShtabUlitsa Tatarstan, 20А · Казань",https://www.meetup.com/ru-RU/Kazan-Expert-Fridays-Meetups/events/258124291/
A-level Go meetup,"15:30-16:00 – Регистрация16:00-16:45 – Доклад 116:50-17:35 – Доклад 217:35-18:10 – Кофе-брейк / Обед18:10-18:55 – Доклад 319:00-19:45 – Доклад 420:00 – AfterpartyДоклады:* Филипп Кулин (Дремучий лес) расскажет о граблях при работе с XML.* Илья Данилкин (Авито) расскажет о gopls (Go language server).* Веденина Тамара (Ozon) расскажет о SQL миграциях в Go.* Алик Хилажев (Marketplace Technologies) расскажет о Drone.io.После митапа вас ждёт afterparty, так что не торопитесь уходить! :)Следите за обновлениями в https://vk.com/GolangKazanСмотрите прямую трансляцию митапа на канале AvitoTech в ютубе: https://www.youtube.com/c/avitotech----Благодарим за помощь с организацией митапа команду AvitoTech, которая помогла нам привезти спикеров из других городов и организовать прямую трансляцию.",8.02.2020,15:30 - 19:45 GMT+3,"Ulitsa Tatarstan, 20Ulitsa Tatarstan, 20 · Казань",https://www.meetup.com/ru-RU/GolangKazan/events/267773586/
Go online Quiz,"Онлайн викторина по Go.1. Подключайтесь к каналу https://t.me/GolangKazan (*)2. Будьте онлайн ко времени начала.3. Пройдите по ссылке на Quiz, которую мы опубликуем в наших каналах.4. Ответьте на вопросы из Quiz. (**)5. Несколько участников получат подарки.Кроме top-3 подарки также будут вручены 2 случайным участникам.Получить подарок можно будет лично на митапе 8-го февраля в Казани.Как только Quiz будет завершён, мы опубликуем все ответы вместе с их разбором.(*) Если не используете телеграм, тогда следите за новостями в https://vk.com/GolangKazan(**) Quiz будет открыт только ~1 час.",18.01.2020,19:00 - 20:00 GMT+3,,https://www.meetup.com/ru-RU/GolangKazan/events/267773346/
Tech speaking club #golang v2.0,"Вторая встреча в экспериментальном формате разговорного (дискуссионного) клуба.Место: Launchpad, Пушкина 46, 4 этажМы будем сидеть в небольших группах и обсуждать предложенные темы. У каждого будет возможность послушать и высказаться.Приходите если даже вы не знакомы с языком программирования Go!Ноутбуки брать с собой не обязательно, но с ними всегда веселее. :)P.S. - свои темы для обсуждения приносить разрешается и приветствуется. Формат очень свободный.",21.12.2019,18:00 - 20:00 GMT+3,"Pushkin St, 46Pushkin St, 46 · Казань",https://www.meetup.com/ru-RU/GolangKazan/events/267083552/
[Мероприятие перенесено] Women TechMakers Innopolis - International Women's Day,"Привет всем 👋🦠 Ввиду ситуации с вирусом мы вынуждены сдвинуть дату мероприятия за 15 апреля.Всем успехов, не болейте 🙂Come join us at Women Techmakers 2020 Innopolis!Google's Women Techmakers program provides visibility, community, and resources for women in technology. If you'd like to learn more about WTM, feel free to visit https://www.womentechmakers.com. If you're not already a member, be sure to sign up on the membership page!We're marking the event with some light food and beverages, networking time, an introductory talk, and a panel of women in tech that will be there to share their experiences. We look forward to seeing you there!Event agenda, registration form and more details will soon available to public on this page.Event is free of charge!International Women's Day — глобальная серия мероприятий Google, призванных отметить достижения девушек в ИТ-сфере по всему миру. В этот день тебя ждут вдохновляющие знакомства и заряжающее энергией общение.Women Techmakers — международная программа Google для женщин, работающих или интересующихся сферой ИТ. Цель движения — помочь девушкам найти себя в этой сфере, дать необходимые ресурсы и знания, создать площадку для обмена опытом.Почему стоит провести 22 марта с нами?В течение дня ты сможешь не только послушать крутые доклады, но и стать активным участником действия. Помимо докладов, мы подготовили 2 практических воркшопа и небольшое соревнование для участников.Вход свободный!",22.03.2020,11:00 - 17:00 GMT+3,"Technopark A.S. PopovaUniversitetskaya St, 7 · Innopolis",https://www.meetup.com/ru-RU/GDG-Cloud-Innopolis/events/268626185/
